Filename,Doi,Abstract,Materials
Yang Zhao  - 2011 - Manipulating light polarization with ultrathin plasmonic metasurfaces.txt,[https://doi.org/10.1103/PhysRevB.84.205428],"[This article proposes ultrathin plasmonic metasurfaces composed of orthogonal nanoslits or nanorods to manipulate light polarization, achieving quarter-wave plate functionality with a phase shift of 90° at 650 nm, enabling compact circular polarization control for advanced optical applications.]","[Ag,SiO2]"
Yang Zhao  - 2012 - Twisted optical metamaterials for planarized ultrathin broadband circular polarizers.txt,[https://doi.org/10.1038/ncomms1877],"[This article introduces twisted metamaterials, a new paradigm for achieving broadband bianisotropic optical effects by tailoring the relative orientation of stacked nanorod arrays, enabling ultrathin, broadband circular polarizers with relaxed fabrication requirements compared to 3D chiral structures.]","[Au,Si,Ti]"
Yang Zhao  - 2013 - Tailoring the dispersion of plasmonic nanorods to realize broadband optical meta-waveplates..txt,[https://doi.org/10.1021/nl304392b],"[This article demonstrates a broadband, ultrathin plasmonic metasurface based on interleaved silver nanorods, achieving achromatic quarter-wave plate functionality across a significant portion of the visible spectrum by tailoring the frequency dispersion of nanorods operated off-resonance.]","[Ag,Ge,ITO,SiO2]"
Yangxi Zhang  - 2018 - Ultrafast Light-Controlled Growth of Silver Nanoparticles for Direct Plasmonic Color Printing..txt,[https://doi.org/10.1021/acsnano.8b02868],"[This article presents a precision photoreduction technology for ultrafast high-precision light-controlled growth of silver nanoparticles on a TiO2-capped quartz substrate, enabling plasmonic color printing with tunable Fano-like reflection spectra, and demonstrates its application in large-area structural color decoration and plasmonic devices.]","[Ag,TiO2,Quartz,PVP]"
Yangyang Fu  - 2017 - Coherent perfect absorber and laser modes in purely imaginary metamaterials.txt,[],"[This article explores the electromagnetic wave propagation in purely imaginary conjugate metamaterials (PICMs), demonstrating that such materials can support both coherent perfect absorption (CPA) and laser modes simultaneously under specific conditions, with potential applications in perfect absorbers and subwavelength-resolution lenses.]",[]
Yangying Zhu  - 2014 - Real‐Time Manipulation with Magnetically Tunable Structures.txt,[http://dx.doi.org/10.1002/adma.201401515],"[This article presents dynamically tunable micropillar arrays (μFUR) using a hybrid approach with a PDMS skin and ferromagnetic nickel pillars, achieving uniform tilt angles (0°-57°) controlled by magnetic fields for real-time fluid manipulation, drag control, and optical transmittance tuning.]","[Ni,PDMS,Si,Au,Ti]"
Yanhong Wang  - 2017 - Broadband Absorption Enhancement of Refractory Plasmonic Material with Random Structure.txt,[https://doi.org/10.1007/s11468-016-0287-1],"[This article demonstrates a broadband absorber using random microstructures fabricated by femtosecond laser on tungsten, achieving over 90% absorption efficiency in the 200-1100 nm wavelength range, with numerical simulations confirming its effectiveness for solar cell and energy harvesting applications.]",[W]
Yanhui Zhao  - 2012 - Light-driven tunable dual-band plasmonic absorber using liquid-crystal-coated asymmetric nanodisk ar.txt,[https://doi.org/10.1063/1.3681808],"[This article demonstrates a light-driven tunable dual-band plasmonic absorber using an asymmetric gold nanodisk array coated with photosensitive liquid crystals, achieving near-perfect absorption at dual infrared frequencies with a tunable range of 25 nm, enabled by optically induced refractive index changes in the liquid crystal layer.]","[Au,SiO2]"
Yanmeng Dai  - 2014 - Realizing full visible spectrum metamaterial half-wave plates with patterned metal nanoarrayinsulat.txt,[https://doi.org/10.1364/OE.22.007465],"[This article demonstrates a broadband half-wave plate using a plasmonic sandwich structure with a top periodic patterned silver nanopatch, an insulator layer, and a bottom gold film, achieving operation across the entire visible spectrum (400-780 nm) and extending to 830 nm with a composite super unit cell design, while maintaining high polarization conversion efficiency and preserving ultra-fast light pulse width.]","[Ag,Au]"
Yann LeCun  - 2015 - Deep learning.txt,[https://doi.org/10.1038/nature14539],"[This article reviews deep learning methods, which use multiple processing layers to learn data representations with multiple levels of abstraction, significantly advancing state-of-the-art in speech recognition, visual object recognition, and other domains like drug discovery and genomics. It highlights the effectiveness of convolutional neural networks (ConvNets) for image and video processing and recurrent nets for sequential data like text and speech.]",[]
Yann R. Leroux  - 2005 - Conducting Polymer Electrochemical Switching as an Easy Means for Designing Active Plasmonic Devices.txt,[https://doi.org/10.1021/ja054915v],"[This article demonstrates that electrochemical switching of polyaniline (PANI) can reversibly modulate the localized surface plasmon resonance (LSPR) of gold nanoparticle arrays, enabling active plasmonic devices with tunable or switchable optical properties.]","[Au,ITO,PANI]"
Yanqin Wang  - 2018 - Perfect electromagnetic and sound absorption via subwavelength holes array.txt,[https://doi.org/10.29026/oea.2018.180013],"[This article theoretically compares electromagnetic and acoustic metasurface absorbers, demonstrating an ultra-broadband thin acoustic perfect absorber using deep-subwavelength perforated rigid plates, achieving performance comparable to electromagnetic counterparts.]",[steel]
Yanru Huang  - 2007 - Improved broadband and quasi-omnidirectional anti-reflection properties with biomimetic silicon nano.txt,[https://doi.org/10.1038/nnano.2007.389],"[This article demonstrates a biomimetic silicon nanotip (SiNT) structure that achieves broadband and quasi-omnidirectional anti-reflection properties, suppressing reflection from ultraviolet to terahertz wavelengths with minimal sensitivity to angle of incidence or light polarization, offering potential applications in renewable energy and electro-optical devices.]",[Si]
Yanxia Cui  - 2009 - Enhancing extraordinary transmission of light through a metallic nanoslit with a nanocavity antenna.txt,[https://doi.org/10.1038/ncomms2642],"[This article demonstrates a method to enhance light transmission through a metallic nano slit using a nano cavity antenna formed by a metallic nano-strip, achieving up to 20-fold enhancement for non-resonant slits and 124% for resonant slits, with tunable transmission spectra by adjusting the nano-strip width.]",[Ag]
Yanxia Cui  - 2010 - Plasmon-Assisted Optical Curtains.txt,[https://doi.org/10.1007/s11468-010-9152-9],"[This article predicts an optical curtain effect using periodic metallic nano-objects to create a spatially invariant light field, enabling potential applications in plasmonic nanolithography by controlling light amplitude and phase through metallic nanostrips and nanoslits.]",[Ag]
Yanxia Cui  - 2011 - A thin film broadband absorber based on multi-sized nanoantennas.txt,[],"[This article demonstrates a thin-film infrared broadband absorber using multi-sized gold nanostrip antennas on a germanium spacer and gold ground mirror, achieving a broad absorption band with 55.6% energy efficiency in the 7-13 μm range and maintaining performance over a wide angular range.]","[Au,Ge]"
Yanxia Cui  - 2012 - Multiband plasmonic absorber based on transverse phase resonances.txt,[https://doi.org/10.1364/OE.20.017552],"[This article demonstrates a multiband plasmonic absorber based on transverse phase resonances in modified T-shape metallic grooves, achieving absorption efficiencies greater than 90% at multiple resonant frequencies with wide-angle characteristics and robustness against alignment errors.]",[Ag]
Yanxia Cui  - 2012 - Ultra-broadband Light Absorption by a Sawtooth Anisotropic Metamaterial Slab.txt,[https://doi.org/10.1021/nl204118h],"[This article presents an ultrabroadband thin-film infrared absorber using a sawtoothed anisotropic metamaterial, achieving over 95% absorptivity with an 86% full absorption width at half-maximum, and demonstrates its effectiveness for photovoltaic devices and thermal emitters by leveraging slowlight modes in anisotropic metamaterial waveguides.]","[Au,Ge]"
Yanxia Cui  - 2014 - Plasmonic and metamaterial structures as electromagnetic absorbers.txt,[Not provided in the text],"[This article reviews the principles and mechanisms of electromagnetic absorbers based on metallic structures, including plasmonic and metamaterial designs, for applications such as selective thermal emitters, biosensing, and solar energy harvesting. It also discusses approaches to achieve broadband/multiband absorption.]","[Au,Ag,Cu,Si,SiO2,Ge,W,Al2O3]"
Yanxia Cui and Sailing He - 2008 - Enhancing extraordinary transmission of light through a metallic nano slit with a nano cavity antenn.txt,[https://doi.org/10.1038/ncomms2642],"[This article demonstrates a method to enhance extraordinary light transmission through a metallic nano slit using a nano cavity antenna formed by a nearby metallic nano-strip, achieving up to 20-fold enhancement for non-resonant slits and 124% for resonant slits, with tunable transmission spectra by adjusting the nano-strip width.]",[Ag]
Yao Liang  - 2020 - Bound States in the Continuum in Anisotropic Plasmonic Metasurfaces.txt,[https://dx.doi.org/10.1021/acs.nanolett.0c01752],"[This article demonstrates anisotropic plasmonic metasurfaces supporting high-Q quasi-BIC resonances in the mid-IR range, combining strong field enhancement from plasmonics with engineered high-Q resonances via BIC physics, enabling applications in nano-optics and quantum photonics.]",[Au]
Yao  - 2018 - Intelligent nanophotonics merging photonics and artificial intelligence at the nanoscale..txt,[https://doi.org/10.1515/nanoph-2019-0134],"[This review summarizes recent advances in the integration of nanophotonics and machine learning, focusing on deep learning for inverse design and the implementation of deep neural networks with photonic platforms, providing insights into future research directions.]","[Si,Au,SiO2,TiO2]"
Yao-Wei Huang  - 2012 - Design of plasmonic toroidal metamaterials at optical frequencies.txt,[https://doi.org/10.1364/OE.20.001760],"[This article presents two classes of plasmonic metamaterials composed of arranged U-shaped split ring resonators (SRRs) that exhibit toroidal responses at optical frequencies, with reversed toroidal and magnetic resonances between the two designs, demonstrating controllable toroidal dipole effects through resonator positioning.]","[Au,MgF2]"
Yao-Wei Huang  - 2015 - Aluminum Plasmonic Multicolor Meta-Hologram.txt,[],"[This article presents a phase-modulated multi-color meta-hologram (MCMH) using aluminum nanorod arrays to produce polarization-dependent images in three primary colors (red, green, blue) with continuous color tuning across the visible spectrum.]","[Al,SiO2]"
Yao-Wei Huang  - 2016 - Gate-Tunable Conducting Oxide Metasurfaces.txt,[https://doi.org/10.1038/ncomms2642],"[This article demonstrates a gate-tunable metasurface using conducting oxide layers (ITO) and gold nanoantennas, enabling dynamic electrical control of reflected light phase (π shift) and amplitude (~30% change) at near-infrared wavelengths, with modulation speeds exceeding 10 MHz, for applications like beam steering and dynamic holograms.]","[Au,ITO,Al2O3]"
Yaojing Zhang  - Broadband high-Q multimode silicon concentric racetrack resonators for widely tunable Raman lasers.txt,[https://doi.org/10.1038/s41467-022-31244-0],"[This article presents a broadband high-Q multimode silicon concentric racetrack resonator with average loaded Q factors of 1.4 × 10^6 over a 440 nm wavelength range, enabling a widely tunable Raman laser with a 516 nm tuning range, low threshold power (0.4 ± 0.1 mW), and high slope efficiency (8.5 ± 1.5%).]","[Si,Au]"
Yaroslav Urzhumov  - 2012 - Electronically reconfigurable metal-on-silicon metamaterial.txt,[https://doi.org/10.1038/ncomms2642],"[This article demonstrates a voltage-controlled, silicon-based electromagnetic metamaterial operating in the W-band (75-110 GHz), where patterned gold metamaterial elements manage wave propagation and act as Schottky contacts to modulate the conductivity of a doped silicon layer, achieving tunable transmittance for applications in beam-forming and imaging.]","[Au,Si,Pt,Pyrex]"
Yasir Saifullah  - 2019 - 4-Bit Optimized Coding Metasurface for Wideband RCS Reduction.txt,[https://doi.org/10.1109/ACCESS.2019.2937328],"[This article presents a 4-bit reflective coding metasurface with a polarization-insensitive unit cell for wideband radar cross section (RCS) reduction, achieving over 10 dB RCS reduction from 15 GHz to 40 GHz using a discrete water cycle algorithm (DWCA) for optimized coding sequence.]","[Cu,F4B]"
Yat‐Yin Au  - 2017 - Phase-change devices for simultaneous optical-electrical applications.txt,[https://doi.org/10.1038/s41598-017-10425-8],"[This article presents a specialized probe station for simultaneous optical-electrical characterization of phase-change materials and devices, demonstrating applications such as optically-gated switches and thermally-switched microheater-based devices for large-area phase-change pixels in display applications.]","[Si,SiO2,Pt,Ti,Ge2Sb2Te5,ITO]"
Yegang Lu  - 2017 - Mixed-Mode Operation of Hybrid Phase-Change Nanophotonic Circuits.txt,[https://doi.org/10.1021/acs.nanolett.7b03370],"[This article demonstrates a hybrid phase-change nanophotonic circuit using GeTe nanowires for mixed-mode operation, enabling reversible switching between amorphous and crystalline states with high optical and electrical contrast, and paves the way for multifunctional optoelectronic devices.]","[GeTe,Au,Si3N4,SiO2,Si,Pt]"
Yen-Chuan Lai  - 2020 - Extending Absorption Edge through the Hybrid Resonator-Based Absorber with Wideband and Near-Perfect.txt,[https://doi.org/10.3390/ma13061470],"[This study presents a simple metamaterial absorber design using Al/SiO?/Al sandwich structures with hybrid dual-resonators, achieving broadband light absorption (450-600 nm) with average absorptivity above 95%, suitable for optical-management and photovoltaic applications.]","[Al,SiO2]"
Yeong‐Lin Lai  - 2020 - Earth rotation measured by a chip-scale ring laser gyroscope.txt,[https://doi.org/10.1038/s41566-020-0588-y],"[This article demonstrates a chip-scale ring laser gyroscope that measures Earth's rotation with high sensitivity, achieving a bias instability of 3.6°/h and an angle random walk of 0.068°/√h, representing a significant advancement in miniaturized gyroscope technology.]","[Si,Brass]"
Yi Jin  - 2011 - Arbitrarily thin metamaterial structure for perfect absorption and giant magnification.txt,[https://doi.org/10.1364/OE.19.011114],"[This article demonstrates that an arbitrarily thin metamaterial layer with zero real permittivity and permeability can achieve perfect absorption or giant amplification of an incident plane wave at a critical angle, even with arbitrarily small imaginary parts, challenging conventional understanding of absorption and amplification in thin structures.]",[PEC]
Yi Wu  - 2013 - Angle-Insensitive Structural Colours based on Metallic Nanocavities and Coloured Pixels beyond the D.txt,[https://doi.org/10.1038/srep01194],"[This article proposes angle-insensitive structural color filters using metallic nanocavities, achieving wide color tunability across the visible spectrum with pixel sizes beyond the diffraction limit, enabled by light funneling into localized plasmonic resonances.]","[Ag,SiO2,Ni]"
Yi Yu  - 2015 - High-transmission dielectric metasurface with 2π phase control at visible wavelengths.txt,[https://doi.org/10.1002/lpor.201500041],"[This article demonstrates a high-transmission dielectric metasurface using silicon nanodisks to achieve close-to-unity transmission and full 2π phase control in the visible spectrum, enabling efficient beam deflection with 45% transmission into the desired order, surpassing plasmonic metasurface performance.]","[Si,SiO2,PDMS]"
Yi Zhang  - 2019 - A double-band tunable perfect terahertz metamaterial absorber based on Dirac semimetals.txt,[https://doi.org/10.1016/j.rinp.2019.102773],"[This article proposes a double-band tunable perfect THz metamaterial absorber (MA) with a ring-shaped dielectric layer and a Dirac material layer, achieving over 99% absorption at 2.02THz and 2.49THz, and dynamic absorption rate control from 90% to 99% by adjusting the Fermi energy level of the Dirac material, suitable for applications like medical sensors and THz detection.]",[BDSs]
Yichen Shen  - 2014 - Optical broadband angular selectivity..txt,[],"[This article introduces a method to achieve broadband angular selectivity in light transmission by tailoring the bandgaps of multiple one-dimensional photonic crystals with different periodicities, preserving Brewster modes across the visible spectrum. The experimental realization demonstrates transparency at the generalized Brewster angle and reflection at all other viewing angles for p-polarized light.]","[SiO2,Ta2O5]"
Yichen Shen  - 2014 - Structural Colors from Fano Resonances.txt,[http://dx.doi.org/10.1021/ph500400w],"[This article proposes a new structural color generation mechanism using Fano resonance in thin photonic crystal slabs, achieving angle-insensitive colors and dynamic tunability through substrate stretching, demonstrated experimentally with silicon rods on glass and PDMS substrates.]","[Si,SiO2,PDMS,Ta2O5]"
Yichen Shen  - 2015 - Structural Colors from Fano Resonances.txt,[http://dx.doi.org/10.1021/ph500400w],"[This article proposes a new structural color generation mechanism using Fano resonance on thin photonic crystal slabs, achieving resonance-induced colors with weak angular dependence and demonstrating dynamic tunability by stretching the elastic substrate.]","[Si,SiO2,PDMS,Ta2O5]"
Yidong Chong  - 2010 - Coherent perfect absorbers Time-reversed lasers.txt,[https://doi.org/10.1103/PhysRevLett.105.053901],"[This article demonstrates that an arbitrary body can be made perfectly absorbing at discrete frequencies by adding precise dissipation under coherent monochromatic illumination, achieving this effect through the interaction of optical absorption and wave interference, as shown in a simple Si slab geometry.]","[Si,SiO2]"
Yifan Qi  - 2020 - Integrated lithium niobate photonics.txt,[https://doi.org/10.1515/nanoph-2019-0486],"[This article reviews the advancements in integrated lithium niobate (LiNbO3) photonics, focusing on the LNOI platform's design for high-performance electro-optic modulators, nonlinear optical devices, and optical frequency combs, leveraging LiNbO3's strong electro-optic and nonlinear properties.]","[LiNbO3,SiO2,Si,Cr,SiN,Ta2O5,TiO2,Au,Ti]"
Yifang Chen  - 2005 - Nanoimprint lithography for planar chiral photonic meta-materials.txt,[https://doi.org/10.1016/j.mee.2004.12.078],"[This article demonstrates room temperature nanoimprint lithography (RTNIL) for fabricating planar chiral photonic meta-materials, achieving high-quality dielectric and metallic chiral structures with observed polarization conversion capabilities, enabling low-cost, high-volume production of optical meta-media.]","[HSQ,PMMA,Si,Cr,PdAu]"
Yifei Wang  - 2021 - Electrical tuning of phase-change antennas and metasurfaces..txt,[https://doi.org/10.1038/s41565-021-00882-8],"[This article demonstrates electrically-switchable phase-change antennas and metasurfaces using germanium antimony telluride (GST) and silver nanostructures, achieving strong, reversible, non-volatile modulation of light scattering in the visible and near-infrared ranges, with reflectance modulation exceeding fourfold at 755 nm.]","[GST,Ag,Al2O3,SiO2,Si]"
Yifei Zhang  - 2021 - Myths and truths about optical phase change materials A perspective.txt,[https://doi.org/10.1063/5.0054114],"[This article clarifies misconceptions about chalcogenide phase change materials (PCMs) in photonic applications, discusses their optical property modulation, and explores new research frontiers for integrated photonics and free-space optics.]","[Ge2Sb2Te5,Ge2Sb2Se4Te1,Sb7Te3,Sb2S3,Sb2Se3,Ag-In-Sb-Te,Si,SiN,Au,Ti]"
Yiguo Chen  - 2015 - Engineering the Phase Front of Light with Phase-Change Material Based Planar lenses.txt,[https://doi.org/10.1038/srep08660],"[This article proposes a hybrid planar lens using phase-change material Ge2Sb2Te5 (GST) to engineer far-field focusing patterns by varying GST crystallization levels, achieving a phase modulation of 0.56π and demonstrating tunable focal positions for applications in optical circuits and imaging.]","[Au,Ge2Sb2Te5,SiO2]"
Yiguo Chen  - 2015 - Tunable near-infrared plasmonic perfect absorber based on phase-change materials.txt,[https://doi.org/10.1364/PRJ.3.000054],"[This article demonstrates a tunable perfect plasmonic absorber by integrating a Ge2Sb2Te5 (GST) phase-change layer into a metal-insulator-metal structure, achieving near-unity absorption (>0.96) and a spectral tuning range of 650 nm while maintaining high Q-factors (4-6), enabling applications in multi-band optical communication and thermal imaging.]","[Au,SiO2,GST]"
Yijia Huang  - 2019 - Catenary Electromagnetics for Ultra-Broadband Lightweight Absorbers and Large-Scale Flat Antennas..txt,[https://doi.org/10.1002/advs.201801691],"[This article demonstrates a lightweight broadband metasurface absorber and a flat film antenna using catenary electromagnetic field theory, achieving efficient absorption from 0.65 to 6.2 GHz and antenna performance comparable to parabolic counterparts, with potential applications in stealth technology and space communications.]","[CRR,PMI,Al,NiCr]"
Yikai Chen  - 2014 - Back focal plane imaging of Tamm plasmons and their coupled emission..txt,[https://doi.org/10.1002/lpor.201400117],"[This article describes Tamm plasmon-coupled emission (TPCE) from a combined photonic-plasmonic structure supporting both surface plasmons (SPs) and Tamm plasmons (TPs), demonstrating wavelength- and polarization-sensitive directional fluorescence emission with potential applications in biosensing and imaging.]","[SiO2,Si3N4,Ag,PMMA]"
Yikai Chen  - 2014 - Effect of Metal Film Thickness on Tamm Plasmon-Coupled Emission.txt,[10.1039/c4cp04031g],"[This article investigates the effects of silver film thickness on Tamm plasmon-coupled emission (TPCE), demonstrating that thicker Ag films enhance TPCE intensity and directional emission near the surface normal, with potential applications in light-emitting devices and fluorescence-based sensing.]","[Ag,SiO2,Si3N4,PMMA]"
Yin Huang  - 2018 - Switching photonic nanostructures between cloaking and superscattering regimes using phase-change ma.txt,[https://doi.org/10.1364/OME.8.001672],"[This article demonstrates the use of phase-change material Ge2Sb2Te5 (GST) to switch photonic nanostructures between cloaking and superscattering regimes at mid-infrared wavelengths, achieving high contrast ratios and potential applications in reconfigurable optical devices.]","[GST,ZnO,TiO2]"
Yin X  - 2015 - Ultra-wideband microwave absorber by connecting multiple absorption bands of two different-sized hyp.txt,[10.1038/srep15367],"[This article presents an ultra-wideband microwave absorber using two different-sized tapered hyperbolic metamaterial (HMM) waveguide arrays, achieving high absorption (2.3–40 GHz) with polarization insensitivity and robustness against incident angles.]","[Cu,FR4]"
Yin Zhang  - 2018 - Microwave Metamaterial Absorber for Non-Destructive Sensing Applications of Grain..txt,[https://doi.org/10.3390/s18061912],"[This article proposes a metamaterial absorber for non-destructive grain sensing at microwave frequencies, demonstrating sensitivity to adulteration (e.g., stale rice detection) and grain classification via resonant frequency shifts, with experimental validation showing a linear response to mass fraction changes.]","[FR-4,Cu,PMMA]"
yindidi下次汇报这个.txt,[https://doi.org/10.1364/OL.497404],"[This article demonstrates a programmable mid-infrared thermal emitter and camouflage using the phase-change material In3SbTe2 (IST), achieving an ultra-wide average emissivity variation of over 94% in the 3-5 μm band, and successfully imitating the emission characteristics of multiple objects for adaptive infrared camouflage.]","[In3SbTe2,GaAs,Ag]"
Ying Li  - 2018 - Structured thermal surface for radiative camouflage..txt,[https://doi.org/10.1038/s41467-017-02678-8],"[This article proposes a thermal camouflage strategy using a structured thermal surface to manipulate surface temperature, enabling concealment of an object's thermal radiation signal without prior knowledge of the background temperature. The device, designed via coordinate transformations, demonstrates robustness across various background materials in simulations and experiments.]","[Cu,PDMS,PVC]"
Ying Liu  - 2022 - Advances and challenges of broadband solar absorbers for efficient solar steam generation.txt,[https://doi.org/10.1039/D2EN00172F],"[This review summarizes recent advances in solar-driven evaporation technologies, focusing on the design and optimization of solar absorbers for efficient freshwater generation. It categorizes photothermal conversion mechanisms into plasmonic heating, thermal vibration of molecules, and electron-hole generation/relaxation, and highlights strategies to enhance performance through material hybridization and structural engineering.]","[Au,Ag,Al,Cu,Ni,Ti3C2,TiN,WO3?x,MoO3?x,CuFeSe2,MoS2,BP,Cu-CAT-1,TiO2,CNT,rGO,PDA,PPy,PANI,CMP]"
Ying Pan  - 2016 - A Rapid Response Thin-Film Plasmonic-Thermoelectric Light Detector.txt,[https://doi.org/10.1038/srep37564],"[This article presents a hybrid plasmonic-thermoelectric light detector combining a nanoengineered plasmonic thin-film absorber with a thermoelectric sensor, achieving response times of ~100 milliseconds and nearly two times higher light-to-electricity efficiency compared to conventional absorbers, enabling rapid and efficient visible/NIR light detection.]","[Ag,Au,SiO2,Al2O3,Al,Bi2Te3]"
Ying Wu  - 2006 - Effective medium theory for magnetodielectric composites  Beyond the long-wavelength limit.txt,[https://doi.org/10.1103/PhysRevB.74.085111],"[This article extends long-wavelength effective medium theory to higher frequencies for metamaterials, validating it through band-structure calculations that accurately reproduce dispersion relations beyond the quasistatic limit.]","[Au,Si]"
Ying-Ju Lucy Chu  - 2018 - Measurements of Radiation Pressure Owing to the Grating Momentum..txt,[https://doi.org/10.1103/PhysRevLett.121.063903],"[This article measures the radiation pressure force on a fused silica transmission grating, demonstrating that the parallel force component is proportional to the grating order and wavelength-to-period ratio, while the normal component varies with incident angle, vanishing near the Littrow angle, confirming the correspondence between Fourier grating momentum and mechanical momentum.]","[SiO2,Cu,W]"
Yinghui Guo  - 2014 - Ultra-Broadband Terahertz Absorbers Based on 4 × 4 Cascaded Metal-Dielectric Pairs.txt,[https://doi.org/10.1007/s11468-014-9701-8],"[This article presents an ultra-broadband metamaterial absorber in the terahertz regime using a 4×4 cascaded metal-dielectric pairs design, achieving absorptivity of ～92% between 3.2 and 11.8 THz, which reduces fabrication precision demands and serves as a potential rough terahertz frequency estimator.]","[Au,Si]"
Yinghui Guo  - 2015 - Dispersion management of anisotropic metamirror for super-octave bandwidth polarization conversion..txt,[https://doi.org/10.1038/srep08434],"[This article proposes a strategy for broadband dispersion management in anisotropic metamirrors using two-dimensional dispersion engineering of meta-atoms, achieving achromatic polarization conversion with 4-octave bandwidth and high frequency-band selectivity.]","[PEC,PCB]"
Yingjie Wu  - 2020 - Chemical switching of low-loss phonon polaritons in α-MoO3 by hydrogen intercalation..txt,[https://doi.org/10.1038/s41467-020-16459-3],"[This article demonstrates reversible chemical switching of phonon polaritons (PhPs) in α-MoO? via hydrogen intercalation, achieving non-volatile and recoverable modulation of PhPs while maintaining their long lifetimes, enabling applications in reconfigurable nanophotonics and in-plane heterostructures.]","[MoO?,SiO2,Si]"
Yingqiu Xie  - 2017 - Dysregulation of YAP by ARF Stimulated with Tea-derived Carbon Nanodots.txt,[https://doi.org/10.1038/s41598-017-16441-y],"[This study reveals that ARF dysregulates the Hippo pathway by stabilizing YAP and enhancing non-nuclear YAP expression, and demonstrates that tea-derived carbon dots (C-dots) can stimulate ARF to inhibit YAP nuclear localization, offering a novel therapeutic approach for prostate cancer.]","[C-dots,GFP]"
Yingran He  - 2012 - Infrared perfect absorber based on nanowire metamaterial cavities.txt,[https://doi.org/10.1038/ncomms2642],"[This article presents an infrared perfect absorber using gold nanowire metamaterial cavities on a gold ground plane, achieving polarization-insensitive and near-omnidirectional perfect light absorption by matching cavity mode impedance to free space, with efficient conversion of optical energy into heat.]","[Au,Al2O3,Glass]"
Yingran He  - 2013 - Infrared perfect absorber based on nanowire metamaterial cavities.txt,[https://doi.org/10.1038/ncomms2642],"[This article presents an infrared perfect absorber using gold nanowire metamaterial cavities on a gold ground plane, achieving polarization-insensitive and near-omnidirectional perfect light absorption by matching cavity mode impedance to free space, with efficient conversion of optical energy into heat.]","[Au,Al2O3,Glass]"
Yingying Wang  - 2020 - Triple-band perfect metamaterial absorber with good operating angle polarization tolerance based on.txt,[https://doi.org/10.1016/j.rinp.2020.102951],"[This article reports a triple-band perfect metamaterial absorber (PMA) based on a Cu-dielectric-Cu triple-layer nanostructure, achieving absorption peaks at 872.54 nm (87.1%), 1008.69 nm (99.9%), and 1138.62 nm (99.6%), with high polarization and incident angle insensitivity, suitable for sensing applications.]","[Cu,SiO2]"
Yinyue Lin  - 2017 - Tungsten based anisotropic metamaterial as an ultra-broadband absorber.txt,[https://doi.org/10.1364/OME.7.000606],"[This article proposes an ultra-broadband electromagnetic absorber using tungsten/germanium anisotropic nano-cones on a reflective substrate, achieving near-perfect absorption (98% average efficiency) from 0.3 μm to 9 μm by combining slow-light resonant modes (for λ > 2 μm) and anti-reflection effects (for λ < 2 μm), with applications in solar energy harvesting and thermal emitters.]","[W,Ge,Au]"
Yiqin Chen  - 2017 - Dynamic Color Displays Using Stepwise Cavity Resonators..txt,[https://doi.org/10.1038/ncomms2642],"[This article demonstrates a dynamic color printing scheme using magnesium-based pixelated Fabry-Pérot cavities, enabling reversible transitions between blank and vivid color states through hydrogenation/dehydrogenation, with applications in information encryption and anti-counterfeiting.]","[Mg,Al,Ti,Pd,HSQ]"
YiXiang Yeng  - 2012 - Enabling high-temperature nanophotonics for energy applications.txt,[https://doi.org/10.1073/pnas.1120149109],"[This article presents a high-temperature nanophotonic design using a tungsten photonic crystal slab to achieve selective thermal emission with near-blackbody performance below a sharp cutoff wavelength, enabling applications in thermophotovoltaic energy conversion and solar thermal systems.]",[W]
Yixin Chen  - 2020 - Soft optical metamaterials..txt,[https://doi.org/10.1186/s40580-020-00225-8],"[This article reviews soft and reconfigurable optical metamaterials, highlighting their design purpose of overcoming the rigidity and lack of tunability in conventional metamaterials by integrating soft materials like liquid crystals, polymers, and biomaterials, and their effectiveness in enabling dynamic optical properties through external stimuli such as optical, electrical, thermal, and mechanical inputs.]","[Ag,Au,Si,PDMS,SU-8,PEN,PS,PVDF,TiO2,Si3N4,NiTi,Al,ITO,MoO3,MgF2,Se,SiNC,DNA]"
Yiyang Li  - 2019 - Dynamic Tuning of Gap Plasmon Resonances Using a Solid-State Electrochromic Device..txt,[https://doi.org/10.1038/ncomms2642],"[This article demonstrates dynamic tuning of polarization-dependent gap plasmon resonators using electrochromic WO3, achieving a 58 nm resonant wavelength shift with less than 2 V bias, enabling continuous and reversible control of structural color in the visible spectrum.]","[WO3,Al,LiFePO4]"
Yi‐Jun Jen  - 2017 - Design and deposition of a metal-like and admittance-matching metamaterial as an ultra-thin perfect.txt,[https://doi.org/10.1038/s41598-017-03392-7],"[This article designs and deposits ultra-thin metal-dielectric metamaterials as perfect absorbers, achieving over 92% broadband absorption (400–2000 nm) with a five-layered structure (260 nm thick) and metal-like admittance matching with a seven-layered structure (180 nm thick) for visible light.]","[SiO2,Cr,Ta2O5,Ge,Al]"
Yoav Avitzour  - 2009 - Wide-angle infrared absorber based on a negative-index plasmonic metamaterial.txt,[https://doi.org/10.1038/ncomms2642],"[This article presents an ultra-thin metamaterial-based wide-angle absorber for near-infrared radiation, achieving high absorption efficiency and field enhancement, with potential applications in thermal imaging and wavelength-selective detection.]","[Au,Si]"
